hour,it_kW,cooling_kW,ambientC,wetbulbC
7119,450.000,193.188,15.76,13.76
7120,300.000,145.861,14.80,12.80
7121,200.000,122.085,14.20,12.20
7122,250.000,133.424,14.00,12.00
7123,350.000,159.660,14.20,12.20
7124,500.000,213.595,14.80,12.80
7125,450.000,193.188,15.76,13.76
7126,300.000,145.861,17.00,15.00
7127,200.000,122.085,18.45,16.45
7128,250.000,133.424,20.00,18.00
7129,350.000,159.660,21.55,19.55
7130,500.000,213.595,23.00,21.00
7131,450.000,193.188,24.24,22.24
7132,300.000,145.946,25.20,23.20
7133,200.000,122.375,25.80,23.80
7134,250.000,133.822,26.00,24.00
7135,350.000,160.031,25.80,23.80
7136,500.000,213.707,25.20,23.20
7137,450.000,193.188,24.24,22.24
7138,300.000,145.861,23.00,21.00
7139,200.000,122.085,21.55,19.55
7140,250.000,133.424,20.00,18.00
7141,350.000,159.660,18.45,16.45
7142,500.000,213.595,17.00,15.00
7143,450.000,193.188,15.76,13.76
7144,300.000,145.861,14.80,12.80
7145,200.000,122.085,14.20,12.20
7146,250.000,133.424,14.00,12.00
7147,350.000,159.660,14.20,12.20
7148,500.000,213.595,14.80,12.80
7149,450.000,193.188,15.76,13.76
7150,300.000,145.861,17.00,15.00
7151,200.000,122.085,18.45,16.45
7152,250.000,133.424,20.00,18.00
7153,350.000,159.660,21.55,19.55
7154,500.000,213.595,23.00,21.00
7155,450.000,193.188,24.24,22.24
7156,300.000,145.946,25.20,23.20
7157,200.000,122.375,25.80,23.80
7158,250.000,133.822,26.00,24.00
7159,350.000,160.031,25.80,23.80
7160,500.000,213.707,25.20,23.20
7161,450.000,193.188,24.24,22.24
7162,300.000,145.861,23.00,21.00
7163,200.000,122.085,21.55,19.55
7164,250.000,133.424,20.00,18.00
7165,350.000,159.660,18.45,16.45
7166,500.000,213.595,17.00,15.00
7167,450.000,193.188,15.76,13.76
7168,300.000,145.861,14.80,12.80
7169,200.000,122.085,14.20,12.20
7170,250.000,133.424,14.00,12.00
7171,350.000,159.660,14.20,12.20
7172,500.000,213.595,14.80,12.80
7173,450.000,193.188,15.76,13.76
7174,300.000,145.861,17.00,15.00
7175,200.000,122.085,18.45,16.45
7176,250.000,133.424,20.00,18.00
7177,350.000,159.660,21.55,19.55
7178,500.000,213.595,23.00,21.00
7179,450.000,193.188,24.24,22.24
7180,300.000,145.946,25.20,23.20
7181,200.000,122.375,25.80,23.80
7182,250.000,133.822,26.00,24.00
7183,350.000,160.031,25.80,23.80
7184,500.000,213.707,25.20,23.20
7185,450.000,193.188,24.24,22.24
7186,300.000,145.861,23.00,21.00
7187,200.000,122.085,21.55,19.55
7188,250.000,133.424,20.00,18.00
7189,350.000,159.660,18.45,16.45
7190,500.000,213.595,17.00,15.00
7191,450.000,193.188,15.76,13.76
7192,300.000,145.861,14.80,12.80
7193,200.000,122.085,14.20,12.20
7194,250.000,133.424,14.00,12.00
7195,350.000,159.660,14.20,12.20
7196,500.000,213.595,14.80,12.80
7197,450.000,193.188,15.76,13.76
7198,300.000,145.861,17.00,15.00
7199,200.000,122.085,18.45,16.45
7200,250.000,133.424,20.00,18.00
7201,350.000,159.660,21.55,19.55
7202,500.000,213.595,23.00,21.00
7203,450.000,193.188,24.24,22.24
7204,300.000,145.946,25.20,23.20
7205,200.000,122.375,25.80,23.80
7206,250.000,133.822,26.00,24.00
7207,350.000,160.031,25.80,23.80
7208,500.000,213.707,25.20,23.20
7209,450.000,193.188,24.24,22.24
7210,300.000,145.861,23.00,21.00
7211,200.000,122.085,21.55,19.55
7212,250.000,133.424,20.00,18.00
7213,350.000,159.660,18.45,16.45
7214,500.000,213.595,17.00,15.00
7215,450.000,193.188,15.76,13.76
7216,300.000,145.861,14.80,12.80
7217,200.000,122.085,14.20,12.20
7218,250.000,133.424,14.00,12.00
7219,350.000,159.660,14.20,12.20
7220,500.000,213.595,14.80,12.80
7221,450.000,193.188,15.76,13.76
7222,300.000,145.861,17.00,15.00
7223,200.000,122.085,18.45,16.45
7224,250.000,133.424,20.00,18.00
7225,350.000,159.660,21.55,19.55
7226,500.000,213.595,23.00,21.00
7227,450.000,193.188,24.24,22.24
7228,300.000,145.946,25.20,23.20
7229,200.000,122.375,25.80,23.80
7230,250.000,133.822,26.00,24.00
7231,350.000,160.031,25.80,23.80
7232,500.000,213.707,25.20,23.20
7233,450.000,193.188,24.24,22.24
7234,300.000,145.861,23.00,21.00
7235,200.000,122.085,21.55,19.55
7236,250.000,133.424,20.00,18.00
7237,350.000,159.660,18.45,16.45
7238,500.000,213.595,17.00,15.00
7239,450.000,193.188,15.76,13.76
7240,300.000,145.861,14.80,12.80
7241,200.000,122.085,14.20,12.20
7242,250.000,133.424,14.00,12.00
7243,350.000,159.660,14.20,12.20
7244,500.000,213.595,14.80,12.80
7245,450.000,193.188,15.76,13.76
7246,300.000,145.861,17.00,15.00
7247,200.000,122.085,18.45,16.45
7248,250.000,133.424,20.00,18.00
7249,350.000,159.660,21.55,19.55
7250,500.000,213.595,23.00,21.00
7251,450.000,193.188,24.24,22.24
7252,300.000,145.946,25.20,23.20
7253,200.000,122.375,25.80,23.80
7254,250.000,133.822,26.00,24.00
7255,350.000,160.031,25.80,23.80
7256,500.000,213.707,25.20,23.20
7257,450.000,193.188,24.24,22.24
7258,300.000,145.861,23.00,21.00
7259,200.000,122.085,21.55,19.55
7260,250.000,133.424,20.00,18.00
7261,350.000,159.660,18.45,16.45
7262,500.000,213.595,17.00,15.00
7263,450.000,193.188,15.76,13.76
7264,300.000,145.861,14.80,12.80
7265,200.000,122.085,14.20,12.20
7266,250.000,133.424,14.00,12.00
7267,350.000,159.660,14.20,12.20
7268,500.000,213.595,14.80,12.80
7269,450.000,193.188,15.76,13.76
7270,300.000,145.861,17.00,15.00
7271,200.000,122.085,18.45,16.45
7272,250.000,133.424,20.00,18.00
7273,350.000,159.660,21.55,19.55
7274,500.000,213.595,23.00,21.00
7275,450.000,193.188,24.24,22.24
7276,300.000,145.946,25.20,23.20
7277,200.000,122.375,25.80,23.80
7278,250.000,133.822,26.00,24.00
7279,350.000,160.031,25.80,23.80
7280,500.000,213.707,25.20,23.20
7281,450.000,193.188,24.24,22.24
7282,300.000,145.861,23.00,21.00
7283,200.000,122.085,21.55,19.55
7284,250.000,133.424,20.00,18.00
7285,350.000,159.660,18.45,16.45
7286,500.000,213.595,17.00,15.00
7287,450.000,193.188,15.76,13.76
7288,300.000,145.861,14.80,12.80
7289,200.000,122.085,14.20,12.20
7290,250.000,133.424,14.00,12.00
7291,350.000,159.660,14.20,12.20
7292,500.000,213.595,14.80,12.80
7293,450.000,193.188,15.76,13.76
7294,300.000,145.861,17.00,15.00
7295,200.000,122.085,18.45,16.45
7296,250.000,133.424,20.00,18.00
7297,350.000,159.660,21.55,19.55
7298,500.000,213.595,23.00,21.00
7299,450.000,193.188,24.24,22.24
7300,300.000,145.946,25.20,23.20
7301,200.000,122.375,25.80,23.80
7302,250.000,133.822,26.00,24.00
7303,350.000,160.031,25.80,23.80
7304,500.000,213.707,25.20,23.20
7305,450.000,193.188,24.24,22.24
7306,300.000,145.861,23.00,21.00
7307,200.000,122.085,21.55,19.55
7308,250.000,133.424,20.00,18.00
7309,350.000,159.660,18.45,16.45
7310,500.000,213.595,17.00,15.00
7311,450.000,193.188,15.76,13.76
7312,300.000,145.861,14.80,12.80
7313,200.000,122.085,14.20,12.20
7314,250.000,133.424,14.00,12.00
7315,350.000,159.660,14.20,12.20
7316,500.000,213.595,14.80,12.80
7317,450.000,193.188,15.76,13.76
7318,300.000,145.861,17.00,15.00
7319,200.000,122.085,18.45,16.45
7320,250.000,133.424,20.00,18.00
7321,350.000,159.660,21.55,19.55
7322,500.000,213.595,23.00,21.00
7323,450.000,193.188,24.24,22.24
7324,300.000,145.946,25.20,23.20
7325,200.000,122.375,25.80,23.80
7326,250.000,133.822,26.00,24.00
7327,350.000,160.031,25.80,23.80
7328,500.000,213.707,25.20,23.20
7329,450.000,193.188,24.24,22.24
7330,300.000,145.861,23.00,21.00
7331,200.000,122.085,21.55,19.55
7332,250.000,133.424,20.00,18.00
7333,350.000,159.660,18.45,16.45
7334,500.000,213.595,17.00,15.00
7335,450.000,193.188,15.76,13.76
7336,300.000,145.861,14.80,12.80
7337,200.000,122.085,14.20,12.20
7338,250.000,133.424,14.00,12.00
7339,350.000,159.660,14.20,12.20
7340,500.000,213.595,14.80,12.80
7341,450.000,193.188,15.76,13.76
7342,300.000,145.861,17.00,15.00
7343,200.000,122.085,18.45,16.45
7344,250.000,133.424,20.00,18.00
7345,350.000,159.660,21.55,19.55
7346,500.000,213.595,23.00,21.00
7347,450.000,193.188,24.24,22.24
7348,300.000,145.946,25.20,23.20
7349,200.000,122.375,25.80,23.80
7350,250.000,133.822,26.00,24.00
7351,350.000,160.031,25.80,23.80
7352,500.000,213.707,25.20,23.20
7353,450.000,193.188,24.24,22.24
7354,300.000,145.861,23.00,21.00
7355,200.000,122.085,21.55,19.55
7356,250.000,133.424,20.00,18.00
7357,350.000,159.660,18.45,16.45
7358,500.000,213.595,17.00,15.00
7359,450.000,193.188,15.76,13.76
7360,300.000,145.861,14.80,12.80
7361,200.000,122.085,14.20,12.20
7362,250.000,133.424,14.00,12.00
7363,350.000,159.660,14.20,12.20
7364,500.000,213.595,14.80,12.80
7365,450.000,193.188,15.76,13.76
7366,300.000,145.861,17.00,15.00
7367,200.000,122.085,18.45,16.45
7368,250.000,133.424,20.00,18.00
7369,350.000,159.660,21.55,19.55
7370,500.000,213.595,23.00,21.00
7371,450.000,193.188,24.24,22.24
7372,300.000,145.946,25.20,23.20
7373,200.000,122.375,25.80,23.80
7374,250.000,133.822,26.00,24.00
7375,350.000,160.031,25.80,23.80
7376,500.000,213.707,25.20,23.20
7377,450.000,193.188,24.24,22.24
7378,300.000,145.861,23.00,21.00
7379,200.000,122.085,21.55,19.55
7380,250.000,133.424,20.00,18.00
7381,350.000,159.660,18.45,16.45
7382,500.000,213.595,17.00,15.00
7383,450.000,193.188,15.76,13.76
7384,300.000,145.861,14.80,12.80
7385,200.000,122.085,14.20,12.20
7386,250.000,133.424,14.00,12.00
7387,350.000,159.660,14.20,12.20
7388,500.000,213.595,14.80,12.80
7389,450.000,193.188,15.76,13.76
7390,300.000,145.861,17.00,15.00
7391,200.000,122.085,18.45,16.45
7392,250.000,133.424,20.00,18.00
7393,350.000,159.660,21.55,19.55
7394,500.000,213.595,23.00,21.00
7395,450.000,193.188,24.24,22.24
7396,300.000,145.946,25.20,23.20
7397,200.000,122.375,25.80,23.80
7398,250.000,133.822,26.00,24.00
7399,350.000,160.031,25.80,23.80
7400,500.000,213.707,25.20,23.20
7401,450.000,193.188,24.24,22.24
7402,300.000,145.861,23.00,21.00
7403,200.000,122.085,21.55,19.55
7404,250.000,133.424,20.00,18.00
7405,350.000,159.660,18.45,16.45
7406,500.000,213.595,17.00,15.00
7407,450.000,193.188,15.76,13.76
7408,300.000,145.861,14.80,12.80
7409,200.000,122.085,14.20,12.20
7410,250.000,133.424,14.00,12.00
7411,350.000,159.660,14.20,12.20
7412,500.000,213.595,14.80,12.80
7413,450.000,193.188,15.76,13.76
7414,300.000,145.861,17.00,15.00
7415,200.000,122.085,18.45,16.45
7416,250.000,133.424,20.00,18.00
7417,350.000,159.660,21.55,19.55
7418,500.000,213.595,23.00,21.00
7419,450.000,193.188,24.24,22.24
7420,300.000,145.946,25.20,23.20
7421,200.000,122.375,25.80,23.80
7422,250.000,133.822,26.00,24.00
7423,350.000,160.031,25.80,23.80
7424,500.000,213.707,25.20,23.20
7425,450.000,193.188,24.24,22.24
7426,300.000,145.861,23.00,21.00
7427,200.000,122.085,21.55,19.55
7428,250.000,133.424,20.00,18.00
7429,350.000,159.660,18.45,16.45
7430,500.000,213.595,17.00,15.00
7431,450.000,193.188,15.76,13.76
7432,300.000,145.861,14.80,12.80
7433,200.000,122.085,14.20,12.20
7434,250.000,133.424,14.00,12.00
7435,350.000,159.660,14.20,12.20
7436,500.000,213.595,14.80,12.80
7437,450.000,193.188,15.76,13.76
7438,300.000,145.861,17.00,15.00
7439,200.000,122.085,18.45,16.45
7440,250.000,133.424,20.00,18.00
7441,350.000,159.660,21.55,19.55
7442,500.000,213.595,23.00,21.00
7443,450.000,193.188,24.24,22.24
7444,300.000,145.946,25.20,23.20
7445,200.000,122.375,25.80,23.80
7446,250.000,133.822,26.00,24.00
7447,350.000,160.031,25.80,23.80
7448,500.000,213.707,25.20,23.20
7449,450.000,193.188,24.24,22.24
7450,300.000,145.861,23.00,21.00
7451,200.000,122.085,21.55,19.55
7452,250.000,133.424,20.00,18.00
7453,350.000,159.660,18.45,16.45
7454,500.000,213.595,17.00,15.00
7455,450.000,193.188,15.76,13.76
7456,300.000,145.861,14.80,12.80
7457,200.000,122.085,14.20,12.20
7458,250.000,133.424,14.00,12.00
7459,350.000,159.660,14.20,12.20
7460,500.000,213.595,14.80,12.80
7461,450.000,193.188,15.76,13.76
7462,300.000,145.861,17.00,15.00
7463,200.000,122.085,18.45,16.45
7464,250.000,133.424,20.00,18.00
7465,350.000,159.660,21.55,19.55
7466,500.000,213.595,23.00,21.00
7467,450.000,193.188,24.24,22.24
7468,300.000,145.946,25.20,23.20
7469,200.000,122.375,25.80,23.80
7470,250.000,133.822,26.00,24.00
7471,350.000,160.031,25.80,23.80
7472,500.000,213.707,25.20,23.20
7473,450.000,193.188,24.24,22.24
7474,300.000,145.861,23.00,21.00
7475,200.000,122.085,21.55,19.55
7476,250.000,133.424,20.00,18.00
7477,350.000,159.660,18.45,16.45
7478,500.000,213.595,17.00,15.00
7479,450.000,193.188,15.76,13.76
7480,300.000,145.861,14.80,12.80
7481,200.000,122.085,14.20,12.20
7482,250.000,133.424,14.00,12.00
7483,350.000,159.660,14.20,12.20
7484,500.000,213.595,14.80,12.80
7485,450.000,193.188,15.76,13.76
7486,300.000,145.861,17.00,15.00
7487,200.000,122.085,18.45,16.45
7488,250.000,133.424,20.00,18.00
7489,350.000,159.660,21.55,19.55
7490,500.000,213.595,23.00,21.00
7491,450.000,193.188,24.24,22.24
7492,300.000,145.946,25.20,23.20
7493,200.000,122.375,25.80,23.80
7494,250.000,133.822,26.00,24.00
7495,350.000,160.031,25.80,23.80
7496,500.000,213.707,25.20,23.20
7497,450.000,193.188,24.24,22.24
7498,300.000,145.861,23.00,21.00
7499,200.000,122.085,21.55,19.55
7500,250.000,133.424,20.00,18.00
7501,350.000,159.660,18.45,16.45
7502,500.000,213.595,17.00,15.00
7503,450.000,193.188,15.76,13.76
7504,300.000,145.861,14.80,12.80
7505,200.000,122.085,14.20,12.20
7506,250.000,133.424,14.00,12.00
7507,350.000,159.660,14.20,12.20
7508,500.000,213.595,14.80,12.80
7509,450.000,193.188,15.76,13.76
7510,300.000,145.861,17.00,15.00
7511,200.000,122.085,18.45,16.45
7512,250.000,133.424,20.00,18.00
7513,350.000,159.660,21.55,19.55
7514,500.000,213.595,23.00,21.00
7515,450.000,193.188,24.24,22.24
7516,300.000,145.946,25.20,23.20
7517,200.000,122.375,25.80,23.80
7518,250.000,133.822,26.00,24.00
7519,350.000,160.031,25.80,23.80
7520,500.000,213.707,25.20,23.20
7521,450.000,193.188,24.24,22.24
7522,300.000,145.861,23.00,21.00
7523,200.000,122.085,21.55,19.55
7524,250.000,133.424,20.00,18.00
7525,350.000,159.660,18.45,16.45
7526,500.000,213.595,17.00,15.00
7527,450.000,193.188,15.76,13.76
7528,300.000,145.861,14.80,12.80
7529,200.000,122.085,14.20,12.20
7530,250.000,133.424,14.00,12.00
7531,350.000,159.660,14.20,12.20
7532,500.000,213.595,14.80,12.80
7533,450.000,193.188,15.76,13.76
7534,300.000,145.861,17.00,15.00
7535,200.000,122.085,18.45,16.45
7536,250.000,133.424,20.00,18.00
7537,350.000,159.660,21.55,19.55
7538,500.000,213.595,23.00,21.00
7539,450.000,193.188,24.24,22.24
7540,300.000,145.946,25.20,23.20
7541,200.000,122.375,25.80,23.80
7542,250.000,133.822,26.00,24.00
7543,350.000,160.031,25.80,23.80
7544,500.000,213.707,25.20,23.20
7545,450.000,193.188,24.24,22.24
7546,300.000,145.861,23.00,21.00
7547,200.000,122.085,21.55,19.55
7548,250.000,133.424,20.00,18.00
7549,350.000,159.660,18.45,16.45
7550,500.000,213.595,17.00,15.00
7551,450.000,193.188,15.76,13.76
7552,300.000,145.861,14.80,12.80
7553,200.000,122.085,14.20,12.20
7554,250.000,133.424,14.00,12.00
7555,350.000,159.660,14.20,12.20
7556,500.000,213.595,14.80,12.80
7557,450.000,193.188,15.76,13.76
7558,300.000,145.861,17.00,15.00
7559,200.000,122.085,18.45,16.45
7560,250.000,133.424,20.00,18.00
7561,350.000,159.660,21.55,19.55
7562,500.000,213.595,23.00,21.00
7563,450.000,193.188,24.24,22.24
7564,300.000,145.946,25.20,23.20
7565,200.000,122.375,25.80,23.80
7566,250.000,133.822,26.00,24.00
7567,350.000,160.031,25.80,23.80
7568,500.000,213.707,25.20,23.20
7569,450.000,193.188,24.24,22.24
7570,300.000,145.861,23.00,21.00
7571,200.000,122.085,21.55,19.55
7572,250.000,133.424,20.00,18.00
7573,350.000,159.660,18.45,16.45
7574,500.000,213.595,17.00,15.00
7575,450.000,193.188,15.76,13.76
7576,300.000,145.861,14.80,12.80
7577,200.000,122.085,14.20,12.20
7578,250.000,133.424,14.00,12.00
7579,350.000,159.660,14.20,12.20
7580,500.000,213.595,14.80,12.80
7581,450.000,193.188,15.76,13.76
7582,300.000,145.861,17.00,15.00
7583,200.000,122.085,18.45,16.45
7584,250.000,133.424,20.00,18.00
7585,350.000,159.660,21.55,19.55
7586,500.000,213.595,23.00,21.00
7587,450.000,193.188,24.24,22.24
7588,300.000,145.946,25.20,23.20
7589,200.000,122.375,25.80,23.80
7590,250.000,133.822,26.00,24.00
7591,350.000,160.031,25.80,23.80
7592,500.000,213.707,25.20,23.20
7593,450.000,193.188,24.24,22.24
7594,300.000,145.861,23.00,21.00
7595,200.000,122.085,21.55,19.55
7596,250.000,133.424,20.00,18.00
7597,350.000,159.660,18.45,16.45
7598,500.000,213.595,17.00,15.00
7599,450.000,193.188,15.76,13.76
7600,300.000,145.861,14.80,12.80
7601,200.000,122.085,14.20,12.20
7602,250.000,133.424,14.00,12.00
7603,350.000,159.660,14.20,12.20
7604,500.000,213.595,14.80,12.80
7605,450.000,193.188,15.76,13.76
7606,300.000,145.861,17.00,15.00
7607,200.000,122.085,18.45,16.45
7608,250.000,133.424,20.00,18.00
7609,350.000,159.660,21.55,19.55
7610,500.000,213.595,23.00,21.00
7611,450.000,193.188,24.24,22.24
7612,300.000,145.946,25.20,23.20
7613,200.000,122.375,25.80,23.80
7614,250.000,133.822,26.00,24.00
7615,350.000,160.031,25.80,23.80
7616,500.000,213.707,25.20,23.20
7617,450.000,193.188,24.24,22.24
7618,300.000,145.861,23.00,21.00
7619,200.000,122.085,21.55,19.55
7620,250.000,133.424,20.00,18.00
7621,350.000,159.660,18.45,16.45
7622,500.000,213.595,17.00,15.00
7623,450.000,193.188,15.76,13.76
7624,300.000,145.861,14.80,12.80
7625,200.000,122.085,14.20,12.20
7626,250.000,133.424,14.00,12.00
7627,350.000,159.660,14.20,12.20
7628,500.000,213.595,14.80,12.80
7629,450.000,193.188,15.76,13.76
7630,300.000,145.861,17.00,15.00
7631,200.000,122.085,18.45,16.45
7632,250.000,133.424,20.00,18.00
7633,350.000,159.660,21.55,19.55
7634,500.000,213.595,23.00,21.00
7635,450.000,193.188,24.24,22.24
7636,300.000,145.946,25.20,23.20
7637,200.000,122.375,25.80,23.80
7638,250.000,133.822,26.00,24.00
7639,350.000,160.031,25.80,23.80
7640,500.000,213.707,25.20,23.20
7641,450.000,193.188,24.24,22.24
7642,300.000,145.861,23.00,21.00
7643,200.000,122.085,21.55,19.55
7644,250.000,133.424,20.00,18.00
7645,350.000,159.660,18.45,16.45
7646,500.000,213.595,17.00,15.00
7647,450.000,193.188,15.76,13.76
7648,300.000,145.861,14.80,12.80
7649,200.000,122.085,14.20,12.20
7650,250.000,133.424,14.00,12.00
7651,350.000,159.660,14.20,12.20
7652,500.000,213.595,14.80,12.80
7653,450.000,193.188,15.76,13.76
7654,300.000,145.861,17.00,15.00
7655,200.000,122.085,18.45,16.45
7656,250.000,133.424,20.00,18.00
7657,350.000,159.660,21.55,19.55
7658,500.000,213.595,23.00,21.00
7659,450.000,193.188,24.24,22.24
7660,300.000,145.946,25.20,23.20
7661,200.000,122.375,25.80,23.80
7662,250.000,133.822,26.00,24.00
7663,350.000,160.031,25.80,23.80
7664,500.000,213.707,25.20,23.20
7665,450.000,193.188,24.24,22.24
7666,300.000,145.861,23.00,21.00
7667,200.000,122.085,21.55,19.55
7668,250.000,133.424,20.00,18.00
7669,350.000,159.660,18.45,16.45
7670,500.000,213.595,17.00,15.00
7671,450.000,193.188,15.76,13.76
7672,300.000,145.861,14.80,12.80
7673,200.000,122.085,14.20,12.20
7674,250.000,133.424,14.00,12.00
7675,350.000,159.660,14.20,12.20
7676,500.000,213.595,14.80,12.80
7677,450.000,193.188,15.76,13.76
7678,300.000,145.861,17.00,15.00
7679,200.000,122.085,18.45,16.45
7680,250.000,133.424,20.00,18.00
7681,350.000,159.660,21.55,19.55
7682,500.000,213.595,23.00,21.00
7683,450.000,193.188,24.24,22.24
7684,300.000,145.946,25.20,23.20
7685,200.000,122.375,25.80,23.80
7686,250.000,133.822,26.00,24.00
7687,350.000,160.031,25.80,23.80
7688,500.000,213.707,25.20,23.20
7689,450.000,193.188,24.24,22.24
7690,300.000,145.861,23.00,21.00
7691,200.000,122.085,21.55,19.55
7692,250.000,133.424,20.00,18.00
7693,350.000,159.660,18.45,16.45
7694,500.000,213.595,17.00,15.00
7695,450.000,193.188,15.76,13.76
7696,300.000,145.861,14.80,12.80
7697,200.000,122.085,14.20,12.20
7698,250.000,133.424,14.00,12.00
7699,350.000,159.660,14.20,12.20
7700,500.000,213.595,14.80,12.80
7701,450.000,193.188,15.76,13.76
7702,300.000,145.861,17.00,15.00
7703,200.000,122.085,18.45,16.45
7704,250.000,133.424,20.00,18.00
7705,350.000,159.660,21.55,19.55
7706,500.000,213.595,23.00,21.00
7707,450.000,193.188,24.24,22.24
7708,300.000,145.946,25.20,23.20
7709,200.000,122.375,25.80,23.80
7710,250.000,133.822,26.00,24.00
7711,350.000,160.031,25.80,23.80
7712,500.000,213.707,25.20,23.20
7713,450.000,193.188,24.24,22.24
7714,300.000,145.861,23.00,21.00
7715,200.000,122.085,21.55,19.55
7716,250.000,133.424,20.00,18.00
7717,350.000,159.660,18.45,16.45
7718,500.000,213.595,17.00,15.00
7719,450.000,193.188,15.76,13.76
7720,300.000,145.861,14.80,12.80
7721,200.000,122.085,14.20,12.20
7722,250.000,133.424,14.00,12.00
7723,350.000,159.660,14.20,12.20
7724,500.000,213.595,14.80,12.80
7725,450.000,193.188,15.76,13.76
7726,300.000,145.861,17.00,15.00
7727,200.000,122.085,18.45,16.45
7728,250.000,133.424,20.00,18.00
7729,350.000,159.660,21.55,19.55
7730,500.000,213.595,23.00,21.00
7731,450.000,193.188,24.24,22.24
7732,300.000,145.946,25.20,23.20
7733,200.000,122.375,25.80,23.80
7734,250.000,133.822,26.00,24.00
7735,350.000,160.031,25.80,23.80
7736,500.000,213.707,25.20,23.20
7737,450.000,193.188,24.24,22.24
7738,300.000,145.861,23.00,21.00
7739,200.000,122.085,21.55,19.55
7740,250.000,133.424,20.00,18.00
7741,350.000,159.660,18.45,16.45
7742,500.000,213.595,17.00,15.00
7743,450.000,193.188,15.76,13.76
7744,300.000,145.861,14.80,12.80
7745,200.000,122.085,14.20,12.20
7746,250.000,133.424,14.00,12.00
7747,350.000,159.660,14.20,12.20
7748,500.000,213.595,14.80,12.80
7749,450.000,193.188,15.76,13.76
7750,300.000,145.861,17.00,15.00
7751,200.000,122.085,18.45,16.45
7752,250.000,133.424,20.00,18.00
7753,350.000,159.660,21.55,19.55
7754,500.000,213.595,23.00,21.00
7755,450.000,193.188,24.24,22.24
7756,300.000,145.946,25.20,23.20
7757,200.000,122.375,25.80,23.80
7758,250.000,133.822,26.00,24.00
7759,350.000,160.031,25.80,23.80
7760,500.000,213.707,25.20,23.20
7761,450.000,193.188,24.24,22.24
7762,300.000,145.861,23.00,21.00
7763,200.000,122.085,21.55,19.55
7764,250.000,133.424,20.00,18.00
7765,350.000,159.660,18.45,16.45
7766,500.000,213.595,17.00,15.00
7767,450.000,193.188,15.76,13.76
7768,300.000,145.861,14.80,12.80
7769,200.000,122.085,14.20,12.20
7770,250.000,133.424,14.00,12.00
7771,350.000,159.660,14.20,12.20
7772,500.000,213.595,14.80,12.80
7773,450.000,193.188,15.76,13.76
7774,300.000,145.861,17.00,15.00
7775,200.000,122.085,18.45,16.45
7776,250.000,133.424,20.00,18.00
7777,350.000,159.660,21.55,19.55
7778,500.000,213.595,23.00,21.00
7779,450.000,193.188,24.24,22.24
7780,300.000,145.946,25.20,23.20
7781,200.000,122.375,25.80,23.80
7782,250.000,133.822,26.00,24.00
7783,350.000,160.031,25.80,23.80
7784,500.000,213.707,25.20,23.20
7785,450.000,193.188,24.24,22.24
7786,300.000,145.861,23.00,21.00
7787,200.000,122.085,21.55,19.55
7788,250.000,133.424,20.00,18.00
7789,350.000,159.660,18.45,16.45
7790,500.000,213.595,17.00,15.00
7791,450.000,193.188,15.76,13.76
7792,300.000,145.861,14.80,12.80
7793,200.000,122.085,14.20,12.20
7794,250.000,133.424,14.00,12.00
7795,350.000,159.660,14.20,12.20
7796,500.000,213.595,14.80,12.80
7797,450.000,193.188,15.76,13.76
7798,300.000,145.861,17.00,15.00
7799,200.000,122.085,18.45,16.45
7800,250.000,133.424,20.00,18.00
7801,350.000,159.660,21.55,19.55
7802,500.000,213.595,23.00,21.00
7803,450.000,193.188,24.24,22.24
7804,300.000,145.946,25.20,23.20
7805,200.000,122.375,25.80,23.80
7806,250.000,133.822,26.00,24.00
7807,350.000,160.031,25.80,23.80
7808,500.000,213.707,25.20,23.20
7809,450.000,193.188,24.24,22.24
7810,300.000,145.861,23.00,21.00
7811,200.000,122.085,21.55,19.55
7812,250.000,133.424,20.00,18.00
7813,350.000,159.660,18.45,16.45
7814,500.000,213.595,17.00,15.00
7815,450.000,193.188,15.76,13.76
7816,300.000,145.861,14.80,12.80
7817,200.000,122.085,14.20,12.20
7818,250.000,133.424,14.00,12.00
7819,350.000,159.660,14.20,12.20
7820,500.000,213.595,14.80,12.80
7821,450.000,193.188,15.76,13.76
7822,300.000,145.861,17.00,15.00
7823,200.000,122.085,18.45,16.45
7824,250.000,133.424,20.00,18.00
7825,350.000,159.660,21.55,19.55
7826,500.000,213.595,23.00,21.00
7827,450.000,193.188,24.24,22.24
7828,300.000,145.946,25.20,23.20
7829,200.000,122.375,25.80,23.80
7830,250.000,133.822,26.00,24.00
7831,350.000,160.031,25.80,23.80
7832,500.000,213.707,25.20,23.20
7833,450.000,193.188,24.24,22.24
7834,300.000,145.861,23.00,21.00
7835,200.000,122.085,21.55,19.55
7836,250.000,133.424,20.00,18.00
7837,350.000,159.660,18.45,16.45
7838,500.000,213.595,17.00,15.00
7839,450.000,193.188,15.76,13.76
7840,300.000,145.861,14.80,12.80
7841,200.000,122.085,14.20,12.20
7842,250.000,133.424,14.00,12.00
7843,350.000,159.660,14.20,12.20
7844,500.000,213.595,14.80,12.80
7845,450.000,193.188,15.76,13.76
7846,300.000,145.861,17.00,15.00
7847,200.000,122.085,18.45,16.45
7848,250.000,133.424,20.00,18.00
7849,350.000,159.660,21.55,19.55
7850,500.000,213.595,23.00,21.00
7851,450.000,193.188,24.24,22.24
7852,300.000,145.946,25.20,23.20
7853,200.000,122.375,25.80,23.80
