hour,it_kW,cooling_kW,ambientC,wetbulbC
2734,300.000,145.861,17.00,15.00
2735,200.000,122.085,18.45,16.45
2736,250.000,133.424,20.00,18.00
2737,350.000,159.660,21.55,19.55
2738,500.000,213.595,23.00,21.00
2739,450.000,193.188,24.24,22.24
2740,300.000,145.946,25.20,23.20
2741,200.000,122.375,25.80,23.80
2742,250.000,133.822,26.00,24.00
2743,350.000,160.031,25.80,23.80
2744,500.000,213.707,25.20,23.20
2745,450.000,193.188,24.24,22.24
2746,300.000,145.861,23.00,21.00
2747,200.000,122.085,21.55,19.55
2748,250.000,133.424,20.00,18.00
2749,350.000,159.660,18.45,16.45
2750,500.000,213.595,17.00,15.00
2751,450.000,193.188,15.76,13.76
2752,300.000,145.861,14.80,12.80
2753,200.000,122.085,14.20,12.20
2754,250.000,133.424,14.00,12.00
2755,350.000,159.660,14.20,12.20
2756,500.000,213.595,14.80,12.80
2757,450.000,193.188,15.76,13.76
2758,300.000,145.861,17.00,15.00
2759,200.000,122.085,18.45,16.45
2760,250.000,133.424,20.00,18.00
2761,350.000,159.660,21.55,19.55
2762,500.000,213.595,23.00,21.00
2763,450.000,193.188,24.24,22.24
2764,300.000,145.946,25.20,23.20
2765,200.000,122.375,25.80,23.80
2766,250.000,133.822,26.00,24.00
2767,350.000,160.031,25.80,23.80
2768,500.000,213.707,25.20,23.20
2769,450.000,193.188,24.24,22.24
2770,300.000,145.861,23.00,21.00
2771,200.000,122.085,21.55,19.55
2772,250.000,133.424,20.00,18.00
2773,350.000,159.660,18.45,16.45
2774,500.000,213.595,17.00,15.00
2775,450.000,193.188,15.76,13.76
2776,300.000,145.861,14.80,12.80
2777,200.000,122.085,14.20,12.20
2778,250.000,133.424,14.00,12.00
2779,350.000,159.660,14.20,12.20
2780,500.000,213.595,14.80,12.80
2781,450.000,193.188,15.76,13.76
2782,300.000,145.861,17.00,15.00
2783,200.000,122.085,18.45,16.45
2784,250.000,133.424,20.00,18.00
2785,350.000,159.660,21.55,19.55
2786,500.000,213.595,23.00,21.00
2787,450.000,193.188,24.24,22.24
2788,300.000,145.946,25.20,23.20
2789,200.000,122.375,25.80,23.80
2790,250.000,133.822,26.00,24.00
2791,350.000,160.031,25.80,23.80
2792,500.000,213.707,25.20,23.20
2793,450.000,193.188,24.24,22.24
2794,300.000,145.861,23.00,21.00
2795,200.000,122.085,21.55,19.55
2796,250.000,133.424,20.00,18.00
2797,350.000,159.660,18.45,16.45
2798,500.000,213.595,17.00,15.00
2799,450.000,193.188,15.76,13.76
2800,300.000,145.861,14.80,12.80
2801,200.000,122.085,14.20,12.20
2802,250.000,133.424,14.00,12.00
2803,350.000,159.660,14.20,12.20
2804,500.000,213.595,14.80,12.80
2805,450.000,193.188,15.76,13.76
2806,300.000,145.861,17.00,15.00
2807,200.000,122.085,18.45,16.45
2808,250.000,133.424,20.00,18.00
2809,350.000,159.660,21.55,19.55
2810,500.000,213.595,23.00,21.00
2811,450.000,193.188,24.24,22.24
2812,300.000,145.946,25.20,23.20
2813,200.000,122.375,25.80,23.80
2814,250.000,133.822,26.00,24.00
2815,350.000,160.031,25.80,23.80
2816,500.000,213.707,25.20,23.20
2817,450.000,193.188,24.24,22.24
2818,300.000,145.861,23.00,21.00
2819,200.000,122.085,21.55,19.55
2820,250.000,133.424,20.00,18.00
2821,350.000,159.660,18.45,16.45
2822,500.000,213.595,17.00,15.00
2823,450.000,193.188,15.76,13.76
2824,300.000,145.861,14.80,12.80
2825,200.000,122.085,14.20,12.20
2826,250.000,133.424,14.00,12.00
2827,350.000,159.660,14.20,12.20
2828,500.000,213.595,14.80,12.80
2829,450.000,193.188,15.76,13.76
2830,300.000,145.861,17.00,15.00
2831,200.000,122.085,18.45,16.45
2832,250.000,133.424,20.00,18.00
2833,350.000,159.660,21.55,19.55
2834,500.000,213.595,23.00,21.00
2835,450.000,193.188,24.24,22.24
2836,300.000,145.946,25.20,23.20
2837,200.000,122.375,25.80,23.80
2838,250.000,133.822,26.00,24.00
2839,350.000,160.031,25.80,23.80
2840,500.000,213.707,25.20,23.20
2841,450.000,193.188,24.24,22.24
2842,300.000,145.861,23.00,21.00
2843,200.000,122.085,21.55,19.55
2844,250.000,133.424,20.00,18.00
2845,350.000,159.660,18.45,16.45
2846,500.000,213.595,17.00,15.00
2847,450.000,193.188,15.76,13.76
2848,300.000,145.861,14.80,12.80
2849,200.000,122.085,14.20,12.20
2850,250.000,133.424,14.00,12.00
2851,350.000,159.660,14.20,12.20
2852,500.000,213.595,14.80,12.80
2853,450.000,193.188,15.76,13.76
2854,300.000,145.861,17.00,15.00
2855,200.000,122.085,18.45,16.45
2856,250.000,133.424,20.00,18.00
2857,350.000,159.660,21.55,19.55
2858,500.000,213.595,23.00,21.00
2859,450.000,193.188,24.24,22.24
2860,300.000,145.946,25.20,23.20
2861,200.000,122.375,25.80,23.80
2862,250.000,133.822,26.00,24.00
2863,350.000,160.031,25.80,23.80
2864,500.000,213.707,25.20,23.20
2865,450.000,193.188,24.24,22.24
2866,300.000,145.861,23.00,21.00
2867,200.000,122.085,21.55,19.55
2868,250.000,133.424,20.00,18.00
2869,350.000,159.660,18.45,16.45
2870,500.000,213.595,17.00,15.00
2871,450.000,193.188,15.76,13.76
2872,300.000,145.861,14.80,12.80
2873,200.000,122.085,14.20,12.20
2874,250.000,133.424,14.00,12.00
2875,350.000,159.660,14.20,12.20
2876,500.000,213.595,14.80,12.80
2877,450.000,193.188,15.76,13.76
2878,300.000,145.861,17.00,15.00
2879,200.000,122.085,18.45,16.45
2880,250.000,133.424,20.00,18.00
2881,350.000,159.660,21.55,19.55
2882,500.000,213.595,23.00,21.00
2883,450.000,193.188,24.24,22.24
2884,300.000,145.946,25.20,23.20
2885,200.000,122.375,25.80,23.80
2886,250.000,133.822,26.00,24.00
2887,350.000,160.031,25.80,23.80
2888,500.000,213.707,25.20,23.20
2889,450.000,193.188,24.24,22.24
2890,300.000,145.861,23.00,21.00
2891,200.000,122.085,21.55,19.55
2892,250.000,133.424,20.00,18.00
2893,350.000,159.660,18.45,16.45
2894,500.000,213.595,17.00,15.00
2895,450.000,193.188,15.76,13.76
2896,300.000,145.861,14.80,12.80
2897,200.000,122.085,14.20,12.20
2898,250.000,133.424,14.00,12.00
2899,350.000,159.660,14.20,12.20
2900,500.000,213.595,14.80,12.80
2901,450.000,193.188,15.76,13.76
2902,300.000,145.861,17.00,15.00
2903,200.000,122.085,18.45,16.45
2904,250.000,133.424,20.00,18.00
2905,350.000,159.660,21.55,19.55
2906,500.000,213.595,23.00,21.00
2907,450.000,193.188,24.24,22.24
2908,300.000,145.946,25.20,23.20
2909,200.000,122.375,25.80,23.80
2910,250.000,133.822,26.00,24.00
2911,350.000,160.031,25.80,23.80
2912,500.000,213.707,25.20,23.20
2913,450.000,193.188,24.24,22.24
2914,300.000,145.861,23.00,21.00
2915,200.000,122.085,21.55,19.55
2916,250.000,133.424,20.00,18.00
2917,350.000,159.660,18.45,16.45
2918,500.000,213.595,17.00,15.00
2919,450.000,193.188,15.76,13.76
2920,300.000,145.861,14.80,12.80
2921,200.000,122.085,14.20,12.20
2922,250.000,133.424,14.00,12.00
2923,350.000,159.660,14.20,12.20
2924,500.000,213.595,14.80,12.80
2925,450.000,193.188,15.76,13.76
2926,300.000,145.861,17.00,15.00
2927,200.000,122.085,18.45,16.45
2928,250.000,133.424,20.00,18.00
2929,350.000,159.660,21.55,19.55
2930,500.000,213.595,23.00,21.00
2931,450.000,193.188,24.24,22.24
2932,300.000,145.946,25.20,23.20
2933,200.000,122.375,25.80,23.80
2934,250.000,133.822,26.00,24.00
2935,350.000,160.031,25.80,23.80
2936,500.000,213.707,25.20,23.20
2937,450.000,193.188,24.24,22.24
2938,300.000,145.861,23.00,21.00
2939,200.000,122.085,21.55,19.55
2940,250.000,133.424,20.00,18.00
2941,350.000,159.660,18.45,16.45
2942,500.000,213.595,17.00,15.00
2943,450.000,193.188,15.76,13.76
2944,300.000,145.861,14.80,12.80
2945,200.000,122.085,14.20,12.20
2946,250.000,133.424,14.00,12.00
2947,350.000,159.660,14.20,12.20
2948,500.000,213.595,14.80,12.80
2949,450.000,193.188,15.76,13.76
2950,300.000,145.861,17.00,15.00
2951,200.000,122.085,18.45,16.45
2952,250.000,133.424,20.00,18.00
2953,350.000,159.660,21.55,19.55
2954,500.000,213.595,23.00,21.00
2955,450.000,193.188,24.24,22.24
2956,300.000,145.946,25.20,23.20
2957,200.000,122.375,25.80,23.80
2958,250.000,133.822,26.00,24.00
2959,350.000,160.031,25.80,23.80
2960,500.000,213.707,25.20,23.20
2961,450.000,193.188,24.24,22.24
2962,300.000,145.861,23.00,21.00
2963,200.000,122.085,21.55,19.55
2964,250.000,133.424,20.00,18.00
2965,350.000,159.660,18.45,16.45
2966,500.000,213.595,17.00,15.00
2967,450.000,193.188,15.76,13.76
2968,300.000,145.861,14.80,12.80
2969,200.000,122.085,14.20,12.20
2970,250.000,133.424,14.00,12.00
2971,350.000,159.660,14.20,12.20
2972,500.000,213.595,14.80,12.80
2973,450.000,193.188,15.76,13.76
2974,300.000,145.861,17.00,15.00
2975,200.000,122.085,18.45,16.45
2976,250.000,133.424,20.00,18.00
2977,350.000,159.660,21.55,19.55
2978,500.000,213.595,23.00,21.00
2979,450.000,193.188,24.24,22.24
2980,300.000,145.946,25.20,23.20
2981,200.000,122.375,25.80,23.80
2982,250.000,133.822,26.00,24.00
2983,350.000,160.031,25.80,23.80
2984,500.000,213.707,25.20,23.20
2985,450.000,193.188,24.24,22.24
2986,300.000,145.861,23.00,21.00
2987,200.000,122.085,21.55,19.55
2988,250.000,133.424,20.00,18.00
2989,350.000,159.660,18.45,16.45
2990,500.000,213.595,17.00,15.00
2991,450.000,193.188,15.76,13.76
2992,300.000,145.861,14.80,12.80
2993,200.000,122.085,14.20,12.20
2994,250.000,133.424,14.00,12.00
2995,350.000,159.660,14.20,12.20
2996,500.000,213.595,14.80,12.80
2997,450.000,193.188,15.76,13.76
2998,300.000,145.861,17.00,15.00
2999,200.000,122.085,18.45,16.45
3000,250.000,133.424,20.00,18.00
3001,350.000,159.660,21.55,19.55
3002,500.000,213.595,23.00,21.00
3003,450.000,193.188,24.24,22.24
3004,300.000,145.946,25.20,23.20
3005,200.000,122.375,25.80,23.80
3006,250.000,133.822,26.00,24.00
3007,350.000,160.031,25.80,23.80
3008,500.000,213.707,25.20,23.20
3009,450.000,193.188,24.24,22.24
3010,300.000,145.861,23.00,21.00
3011,200.000,122.085,21.55,19.55
3012,250.000,133.424,20.00,18.00
3013,350.000,159.660,18.45,16.45
3014,500.000,213.595,17.00,15.00
3015,450.000,193.188,15.76,13.76
3016,300.000,145.861,14.80,12.80
3017,200.000,122.085,14.20,12.20
3018,250.000,133.424,14.00,12.00
3019,350.000,159.660,14.20,12.20
3020,500.000,213.595,14.80,12.80
3021,450.000,193.188,15.76,13.76
3022,300.000,145.861,17.00,15.00
3023,200.000,122.085,18.45,16.45
3024,250.000,133.424,20.00,18.00
3025,350.000,159.660,21.55,19.55
3026,500.000,213.595,23.00,21.00
3027,450.000,193.188,24.24,22.24
3028,300.000,145.946,25.20,23.20
3029,200.000,122.375,25.80,23.80
3030,250.000,133.822,26.00,24.00
3031,350.000,160.031,25.80,23.80
3032,500.000,213.707,25.20,23.20
3033,450.000,193.188,24.24,22.24
3034,300.000,145.861,23.00,21.00
3035,200.000,122.085,21.55,19.55
3036,250.000,133.424,20.00,18.00
3037,350.000,159.660,18.45,16.45
3038,500.000,213.595,17.00,15.00
3039,450.000,193.188,15.76,13.76
3040,300.000,145.861,14.80,12.80
3041,200.000,122.085,14.20,12.20
3042,250.000,133.424,14.00,12.00
3043,350.000,159.660,14.20,12.20
3044,500.000,213.595,14.80,12.80
3045,450.000,193.188,15.76,13.76
3046,300.000,145.861,17.00,15.00
3047,200.000,122.085,18.45,16.45
3048,250.000,133.424,20.00,18.00
3049,350.000,159.660,21.55,19.55
3050,500.000,213.595,23.00,21.00
3051,450.000,193.188,24.24,22.24
3052,300.000,145.946,25.20,23.20
3053,200.000,122.375,25.80,23.80
3054,250.000,133.822,26.00,24.00
3055,350.000,160.031,25.80,23.80
3056,500.000,213.707,25.20,23.20
3057,450.000,193.188,24.24,22.24
3058,300.000,145.861,23.00,21.00
3059,200.000,122.085,21.55,19.55
3060,250.000,133.424,20.00,18.00
3061,350.000,159.660,18.45,16.45
3062,500.000,213.595,17.00,15.00
3063,450.000,193.188,15.76,13.76
3064,300.000,145.861,14.80,12.80
3065,200.000,122.085,14.20,12.20
3066,250.000,133.424,14.00,12.00
3067,350.000,159.660,14.20,12.20
3068,500.000,213.595,14.80,12.80
3069,450.000,193.188,15.76,13.76
3070,300.000,145.861,17.00,15.00
3071,200.000,122.085,18.45,16.45
3072,250.000,133.424,20.00,18.00
3073,350.000,159.660,21.55,19.55
3074,500.000,213.595,23.00,21.00
3075,450.000,193.188,24.24,22.24
3076,300.000,145.946,25.20,23.20
3077,200.000,122.375,25.80,23.80
3078,250.000,133.822,26.00,24.00
3079,350.000,160.031,25.80,23.80
3080,500.000,213.707,25.20,23.20
3081,450.000,193.188,24.24,22.24
3082,300.000,145.861,23.00,21.00
3083,200.000,122.085,21.55,19.55
3084,250.000,133.424,20.00,18.00
3085,350.000,159.660,18.45,16.45
3086,500.000,213.595,17.00,15.00
3087,450.000,193.188,15.76,13.76
3088,300.000,145.861,14.80,12.80
3089,200.000,122.085,14.20,12.20
3090,250.000,133.424,14.00,12.00
3091,350.000,159.660,14.20,12.20
3092,500.000,213.595,14.80,12.80
3093,450.000,193.188,15.76,13.76
3094,300.000,145.861,17.00,15.00
3095,200.000,122.085,18.45,16.45
3096,250.000,133.424,20.00,18.00
3097,350.000,159.660,21.55,19.55
3098,500.000,213.595,23.00,21.00
3099,450.000,193.188,24.24,22.24
3100,300.000,145.946,25.20,23.20
3101,200.000,122.375,25.80,23.80
3102,250.000,133.822,26.00,24.00
3103,350.000,160.031,25.80,23.80
3104,500.000,213.707,25.20,23.20
3105,450.000,193.188,24.24,22.24
3106,300.000,145.861,23.00,21.00
3107,200.000,122.085,21.55,19.55
3108,250.000,133.424,20.00,18.00
3109,350.000,159.660,18.45,16.45
3110,500.000,213.595,17.00,15.00
3111,450.000,193.188,15.76,13.76
3112,300.000,145.861,14.80,12.80
3113,200.000,122.085,14.20,12.20
3114,250.000,133.424,14.00,12.00
3115,350.000,159.660,14.20,12.20
3116,500.000,213.595,14.80,12.80
3117,450.000,193.188,15.76,13.76
3118,300.000,145.861,17.00,15.00
3119,200.000,122.085,18.45,16.45
3120,250.000,133.424,20.00,18.00
3121,350.000,159.660,21.55,19.55
3122,500.000,213.595,23.00,21.00
3123,450.000,193.188,24.24,22.24
3124,300.000,145.946,25.20,23.20
3125,200.000,122.375,25.80,23.80
3126,250.000,133.822,26.00,24.00
3127,350.000,160.031,25.80,23.80
3128,500.000,213.707,25.20,23.20
3129,450.000,193.188,24.24,22.24
3130,300.000,145.861,23.00,21.00
3131,200.000,122.085,21.55,19.55
3132,250.000,133.424,20.00,18.00
3133,350.000,159.660,18.45,16.45
3134,500.000,213.595,17.00,15.00
3135,450.000,193.188,15.76,13.76
3136,300.000,145.861,14.80,12.80
3137,200.000,122.085,14.20,12.20
3138,250.000,133.424,14.00,12.00
3139,350.000,159.660,14.20,12.20
3140,500.000,213.595,14.80,12.80
3141,450.000,193.188,15.76,13.76
3142,300.000,145.861,17.00,15.00
3143,200.000,122.085,18.45,16.45
3144,250.000,133.424,20.00,18.00
3145,350.000,159.660,21.55,19.55
3146,500.000,213.595,23.00,21.00
3147,450.000,193.188,24.24,22.24
3148,300.000,145.946,25.20,23.20
3149,200.000,122.375,25.80,23.80
3150,250.000,133.822,26.00,24.00
3151,350.000,160.031,25.80,23.80
3152,500.000,213.707,25.20,23.20
3153,450.000,193.188,24.24,22.24
3154,300.000,145.861,23.00,21.00
3155,200.000,122.085,21.55,19.55
3156,250.000,133.424,20.00,18.00
3157,350.000,159.660,18.45,16.45
3158,500.000,213.595,17.00,15.00
3159,450.000,193.188,15.76,13.76
3160,300.000,145.861,14.80,12.80
3161,200.000,122.085,14.20,12.20
3162,250.000,133.424,14.00,12.00
3163,350.000,159.660,14.20,12.20
3164,500.000,213.595,14.80,12.80
3165,450.000,193.188,15.76,13.76
3166,300.000,145.861,17.00,15.00
3167,200.000,122.085,18.45,16.45
3168,250.000,133.424,20.00,18.00
3169,350.000,159.660,21.55,19.55
3170,500.000,213.595,23.00,21.00
3171,450.000,193.188,24.24,22.24
3172,300.000,145.946,25.20,23.20
3173,200.000,122.375,25.80,23.80
3174,250.000,133.822,26.00,24.00
3175,350.000,160.031,25.80,23.80
3176,500.000,213.707,25.20,23.20
3177,450.000,193.188,24.24,22.24
3178,300.000,145.861,23.00,21.00
3179,200.000,122.085,21.55,19.55
3180,250.000,133.424,20.00,18.00
3181,350.000,159.660,18.45,16.45
3182,500.000,213.595,17.00,15.00
3183,450.000,193.188,15.76,13.76
3184,300.000,145.861,14.80,12.80
3185,200.000,122.085,14.20,12.20
3186,250.000,133.424,14.00,12.00
3187,350.000,159.660,14.20,12.20
3188,500.000,213.595,14.80,12.80
3189,450.000,193.188,15.76,13.76
3190,300.000,145.861,17.00,15.00
3191,200.000,122.085,18.45,16.45
3192,250.000,133.424,20.00,18.00
3193,350.000,159.660,21.55,19.55
3194,500.000,213.595,23.00,21.00
3195,450.000,193.188,24.24,22.24
3196,300.000,145.946,25.20,23.20
3197,200.000,122.375,25.80,23.80
3198,250.000,133.822,26.00,24.00
3199,350.000,160.031,25.80,23.80
3200,500.000,213.707,25.20,23.20
3201,450.000,193.188,24.24,22.24
3202,300.000,145.861,23.00,21.00
3203,200.000,122.085,21.55,19.55
3204,250.000,133.424,20.00,18.00
3205,350.000,159.660,18.45,16.45
3206,500.000,213.595,17.00,15.00
3207,450.000,193.188,15.76,13.76
3208,300.000,145.861,14.80,12.80
3209,200.000,122.085,14.20,12.20
3210,250.000,133.424,14.00,12.00
3211,350.000,159.660,14.20,12.20
3212,500.000,213.595,14.80,12.80
3213,450.000,193.188,15.76,13.76
3214,300.000,145.861,17.00,15.00
3215,200.000,122.085,18.45,16.45
3216,250.000,133.424,20.00,18.00
3217,350.000,159.660,21.55,19.55
3218,500.000,213.595,23.00,21.00
3219,450.000,193.188,24.24,22.24
3220,300.000,145.946,25.20,23.20
3221,200.000,122.375,25.80,23.80
3222,250.000,133.822,26.00,24.00
3223,350.000,160.031,25.80,23.80
3224,500.000,213.707,25.20,23.20
3225,450.000,193.188,24.24,22.24
3226,300.000,145.861,23.00,21.00
3227,200.000,122.085,21.55,19.55
3228,250.000,133.424,20.00,18.00
3229,350.000,159.660,18.45,16.45
3230,500.000,213.595,17.00,15.00
3231,450.000,193.188,15.76,13.76
3232,300.000,145.861,14.80,12.80
3233,200.000,122.085,14.20,12.20
3234,250.000,133.424,14.00,12.00
3235,350.000,159.660,14.20,12.20
3236,500.000,213.595,14.80,12.80
3237,450.000,193.188,15.76,13.76
3238,300.000,145.861,17.00,15.00
3239,200.000,122.085,18.45,16.45
3240,250.000,133.424,20.00,18.00
3241,350.000,159.660,21.55,19.55
3242,500.000,213.595,23.00,21.00
3243,450.000,193.188,24.24,22.24
3244,300.000,145.946,25.20,23.20
3245,200.000,122.375,25.80,23.80
3246,250.000,133.822,26.00,24.00
3247,350.000,160.031,25.80,23.80
3248,500.000,213.707,25.20,23.20
3249,450.000,193.188,24.24,22.24
3250,300.000,145.861,23.00,21.00
3251,200.000,122.085,21.55,19.55
3252,250.000,133.424,20.00,18.00
3253,350.000,159.660,18.45,16.45
3254,500.000,213.595,17.00,15.00
3255,450.000,193.188,15.76,13.76
3256,300.000,145.861,14.80,12.80
3257,200.000,122.085,14.20,12.20
3258,250.000,133.424,14.00,12.00
3259,350.000,159.660,14.20,12.20
3260,500.000,213.595,14.80,12.80
3261,450.000,193.188,15.76,13.76
3262,300.000,145.861,17.00,15.00
3263,200.000,122.085,18.45,16.45
3264,250.000,133.424,20.00,18.00
3265,350.000,159.660,21.55,19.55
3266,500.000,213.595,23.00,21.00
3267,450.000,193.188,24.24,22.24
3268,300.000,145.946,25.20,23.20
3269,200.000,122.375,25.80,23.80
3270,250.000,133.822,26.00,24.00
3271,350.000,160.031,25.80,23.80
3272,500.000,213.707,25.20,23.20
3273,450.000,193.188,24.24,22.24
3274,300.000,145.861,23.00,21.00
3275,200.000,122.085,21.55,19.55
3276,250.000,133.424,20.00,18.00
3277,350.000,159.660,18.45,16.45
3278,500.000,213.595,17.00,15.00
3279,450.000,193.188,15.76,13.76
3280,300.000,145.861,14.80,12.80
3281,200.000,122.085,14.20,12.20
3282,250.000,133.424,14.00,12.00
3283,350.000,159.660,14.20,12.20
3284,500.000,213.595,14.80,12.80
3285,450.000,193.188,15.76,13.76
3286,300.000,145.861,17.00,15.00
3287,200.000,122.085,18.45,16.45
3288,250.000,133.424,20.00,18.00
3289,350.000,159.660,21.55,19.55
3290,500.000,213.595,23.00,21.00
3291,450.000,193.188,24.24,22.24
3292,300.000,145.946,25.20,23.20
3293,200.000,122.375,25.80,23.80
3294,250.000,133.822,26.00,24.00
3295,350.000,160.031,25.80,23.80
3296,500.000,213.707,25.20,23.20
3297,450.000,193.188,24.24,22.24
3298,300.000,145.861,23.00,21.00
3299,200.000,122.085,21.55,19.55
3300,250.000,133.424,20.00,18.00
3301,350.000,159.660,18.45,16.45
3302,500.000,213.595,17.00,15.00
3303,450.000,193.188,15.76,13.76
3304,300.000,145.861,14.80,12.80
3305,200.000,122.085,14.20,12.20
3306,250.000,133.424,14.00,12.00
3307,350.000,159.660,14.20,12.20
3308,500.000,213.595,14.80,12.80
3309,450.000,193.188,15.76,13.76
3310,300.000,145.861,17.00,15.00
3311,200.000,122.085,18.45,16.45
3312,250.000,133.424,20.00,18.00
3313,350.000,159.660,21.55,19.55
3314,500.000,213.595,23.00,21.00
3315,450.000,193.188,24.24,22.24
3316,300.000,145.946,25.20,23.20
3317,200.000,122.375,25.80,23.80
3318,250.000,133.822,26.00,24.00
3319,350.000,160.031,25.80,23.80
3320,500.000,213.707,25.20,23.20
3321,450.000,193.188,24.24,22.24
3322,300.000,145.861,23.00,21.00
3323,200.000,122.085,21.55,19.55
3324,250.000,133.424,20.00,18.00
3325,350.000,159.660,18.45,16.45
3326,500.000,213.595,17.00,15.00
3327,450.000,193.188,15.76,13.76
3328,300.000,145.861,14.80,12.80
3329,200.000,122.085,14.20,12.20
3330,250.000,133.424,14.00,12.00
3331,350.000,159.660,14.20,12.20
3332,500.000,213.595,14.80,12.80
3333,450.000,193.188,15.76,13.76
3334,300.000,145.861,17.00,15.00
3335,200.000,122.085,18.45,16.45
3336,250.000,133.424,20.00,18.00
3337,350.000,159.660,21.55,19.55
3338,500.000,213.595,23.00,21.00
3339,450.000,193.188,24.24,22.24
3340,300.000,145.946,25.20,23.20
3341,200.000,122.375,25.80,23.80
3342,250.000,133.822,26.00,24.00
3343,350.000,160.031,25.80,23.80
3344,500.000,213.707,25.20,23.20
3345,450.000,193.188,24.24,22.24
3346,300.000,145.861,23.00,21.00
3347,200.000,122.085,21.55,19.55
3348,250.000,133.424,20.00,18.00
3349,350.000,159.660,18.45,16.45
3350,500.000,213.595,17.00,15.00
3351,450.000,193.188,15.76,13.76
3352,300.000,145.861,14.80,12.80
3353,200.000,122.085,14.20,12.20
3354,250.000,133.424,14.00,12.00
3355,350.000,159.660,14.20,12.20
3356,500.000,213.595,14.80,12.80
3357,450.000,193.188,15.76,13.76
3358,300.000,145.861,17.00,15.00
3359,200.000,122.085,18.45,16.45
3360,250.000,133.424,20.00,18.00
3361,350.000,159.660,21.55,19.55
3362,500.000,213.595,23.00,21.00
